시도,중분류,시군구,소분류,읍면동
전라남도,36670,진도군,36670110,진도읍
전라남도,36670,진도군,36670310,군내면
전라남도,36670,진도군,36670320,고군면
전라남도,36670,진도군,36670330,의신면
전라남도,36670,진도군,36670340,임회면
전라남도,36670,진도군,36670350,지산면
전라남도,36670,진도군,36670360,조도면
전라남도,36680,신안군,36680110,지도읍
전라남도,36680,신안군,36680120,압해읍
전라남도,36680,신안군,36680310,증도면
전라남도,36680,신안군,36680320,임자면
전라남도,36680,신안군,36680330,자은면
전라남도,36680,신안군,36680340,비금면
전라남도,36680,신안군,36680350,도초면
전라남도,36680,신안군,36680360,흑산면
전라남도,36680,신안군,36680370,하의면
전라남도,36680,신안군,36680380,신의면
전라남도,36680,신안군,36680390,장산면
전라남도,36680,신안군,36680400,안좌면
전라남도,36680,신안군,36680410,팔금면
전라남도,36680,신안군,36680420,암태면
경상북도,37011,남구,37011110,구룡포읍
경상북도,37011,남구,37011120,연일읍
경상북도,37011,남구,37011130,오천읍
경상북도,37011,남구,37011310,대송면
경상북도,37011,남구,37011320,동해면
경상북도,37011,남구,37011330,장기면
경상북도,37011,남구,37011350,호미곶면
경상북도,37011,남구,37011600,상대동
경상북도,37011,남구,37011610,해도동
경상북도,37011,남구,37011550,송도동
경상북도,37011,남구,37011560,청림동
경상북도,37011,남구,37011570,제철동
경상북도,37011,남구,37011580,효곡동
경상북도,37011,남구,37011590,대이동
경상북도,37012,북구,37012110,흥해읍
경상북도,37012,북구,37012310,신광면
경상북도,37012,북구,37012320,청하면
경상북도,37012,북구,37012330,송라면
경상북도,37012,북구,37012340,기계면
경상북도,37012,북구,37012350,죽장면
경상북도,37012,북구,37012360,기북면
경상북도,37012,북구,37012670,중앙동
경상북도,37012,북구,37012580,양학동
경상북도,37012,북구,37012680,죽도동
경상북도,37012,북구,37012610,용흥동
경상북도,37012,북구,37012630,우창동
경상북도,37012,북구,37012640,두호동
경상북도,37012,북구,37012650,장량동
경상북도,37012,북구,37012660,환여동
경상북도,37020,경주시,37020110,감포읍
경상북도,37020,경주시,37020120,안강읍
경상북도,37020,경주시,37020130,건천읍
경상북도,37020,경주시,37020140,외동읍
경상북도,37020,경주시,37020390,문무대왕면
경상북도,37020,경주시,37020320,양남면
경상북도,37020,경주시,37020330,내남면
경상북도,37020,경주시,37020340,산내면
경상북도,37020,경주시,37020350,서면
경상북도,37020,경주시,37020360,현곡면
경상북도,37020,경주시,37020370,강동면
경상북도,37020,경주시,37020380,천북면
경상북도,37020,경주시,37020510,중부동
경상북도,37020,경주시,37020680,황오동
경상북도,37020,경주시,37020550,성건동
경상북도,37020,경주시,37020690,황남동
경상북도,37020,경주시,37020590,선도동
경상북도,37020,경주시,37020580,월성동
경상북도,37020,경주시,37020620,용강동
경상북도,37020,경주시,37020630,황성동
경상북도,37020,경주시,37020640,동천동
경상북도,37020,경주시,37020660,불국동
경상북도,37020,경주시,37020670,보덕동
경상북도,37030,김천시,37030110,아포읍
경상북도,37030,김천시,37030310,농소면
경상북도,37030,김천시,37030320,남면
경상북도,37030,김천시,37030330,개령면
경상북도,37030,김천시,37030340,감문면
경상북도,37030,김천시,37030350,어모면
경상북도,37030,김천시,37030360,봉산면
경상북도,37030,김천시,37030370,대항면
경상북도,37030,김천시,37030380,감천면
경상북도,37030,김천시,37030390,조마면
경상북도,37030,김천시,37030400,구성면
경상북도,37030,김천시,37030410,지례면
경상북도,37030,김천시,37030420,부항면
경상북도,37030,김천시,37030430,대덕면
경상북도,37030,김천시,37030440,증산면
경상북도,37030,김천시,37030600,자산동
경상북도,37030,김천시,37030610,평화남산동
경상북도,37030,김천시,37030550,양금동
경상북도,37030,김천시,37030560,대신동
경상북도,37030,김천시,37030580,대곡동
경상북도,37030,김천시,37030590,지좌동
경상북도,37030,김천시,37030620,율곡동
경상북도,37040,안동시,37040110,풍산읍
경상북도,37040,안동시,37040310,와룡면
경상북도,37040,안동시,37040320,북후면
경상북도,37040,안동시,37040330,서후면
경상북도,37040,안동시,37040340,풍천면
경상북도,37040,안동시,37040350,일직면
경상북도,37040,안동시,37040360,남후면
경상북도,37040,안동시,37040370,남선면
경상북도,37040,안동시,37040380,임하면
경상북도,37040,안동시,37040390,길안면
경상북도,37040,안동시,37040400,임동면
경상북도,37040,안동시,37040410,예안면
경상북도,37040,안동시,37040420,도산면
경상북도,37040,안동시,37040430,녹전면
경상북도,37040,안동시,37040510,중구동
경상북도,37040,안동시,37040520,명륜동
경상북도,37040,안동시,37040540,용상동
경상북도,37040,안동시,37040620,서구동
경상북도,37040,안동시,37040560,태화동
경상북도,37040,안동시,37040580,평화동
경상북도,37040,안동시,37040590,안기동
경상북도,37040,안동시,37040600,옥동
경상북도,37040,안동시,37040610,송하동
경상북도,37040,안동시,37040630,강남동
경상북도,37050,구미시,37050110,선산읍
경상북도,37050,구미시,37050120,고아읍
경상북도,37050,구미시,37050130,산동읍
경상북도,37050,구미시,37050310,무을면
경상북도,37050,구미시,37050320,옥성면
경상북도,37050,구미시,37050330,도개면
경상북도,37050,구미시,37050340,해평면
경상북도,37050,구미시,37050360,장천면
경상북도,37050,구미시,37050510,송정동
경상북도,37050,구미시,37050750,원평동
경상북도,37050,구미시,37050550,도량동
경상북도,37050,구미시,37050560,지산동
경상북도,37050,구미시,37050570,선주원남동
경상북도,37050,구미시,37050590,형곡1동
경상북도,37050,구미시,37050600,형곡2동
경상북도,37050,구미시,37050610,신평1동
경상북도,37050,구미시,37050620,신평2동
경상북도,37050,구미시,37050730,비산동
경상북도,37050,구미시,37050660,광평동
경상북도,37050,구미시,37050670,상모사곡동
경상북도,37050,구미시,37050690,임오동
경상북도,37050,구미시,37050700,인동동
경상북도,37050,구미시,37050710,진미동
경상북도,37050,구미시,37050720,양포동
경상북도,37050,구미시,37050740,공단동
경상북도,37060,영주시,37060110,풍기읍
경상북도,37060,영주시,37060310,이산면
경상북도,37060,영주시,37060320,평은면
경상북도,37060,영주시,37060330,문수면
경상북도,37060,영주시,37060340,장수면
경상북도,37060,영주시,37060350,안정면
경상북도,37060,영주시,37060360,봉현면
경상북도,37060,영주시,37060370,순흥면
경상북도,37060,영주시,37060380,단산면
경상북도,37060,영주시,37060390,부석면
경상북도,37060,영주시,37060510,상망동
경상북도,37060,영주시,37060530,하망동
경상북도,37060,영주시,37060550,영주1동
경상북도,37060,영주시,37060580,영주2동
경상북도,37060,영주시,37060590,휴천1동
경상북도,37060,영주시,37060600,휴천2동
경상북도,37060,영주시,37060610,휴천3동
경상북도,37060,영주시,37060620,가흥1동
경상북도,37060,영주시,37060630,가흥2동
경상북도,37070,영천시,37070110,금호읍
경상북도,37070,영천시,37070310,청통면
경상북도,37070,영천시,37070320,신녕면
경상북도,37070,영천시,37070330,화산면
경상북도,37070,영천시,37070340,화북면
경상북도,37070,영천시,37070350,화남면
경상북도,37070,영천시,37070360,자양면
경상북도,37070,영천시,37070370,임고면
경상북도,37070,영천시,37070380,고경면
경상북도,37070,영천시,37070390,북안면
경상북도,37070,영천시,37070400,대창면
경상북도,37070,영천시,37070510,동부동
경상북도,37070,영천시,37070520,중앙동
경상북도,37070,영천시,37070530,서부동
경상북도,37070,영천시,37070540,완산동
경상북도,37070,영천시,37070550,남부동
경상북도,37080,상주시,37080110,함창읍
경상북도,37080,상주시,37080320,중동면
경상북도,37080,상주시,37080480,사벌국면
경상북도,37080,상주시,37080330,낙동면
경상북도,37080,상주시,37080340,청리면
경상북도,37080,상주시,37080350,공성면
경상북도,37080,상주시,37080360,외남면
경상북도,37080,상주시,37080370,내서면
경상북도,37080,상주시,37080380,모동면
경상북도,37080,상주시,37080390,모서면
경상북도,37080,상주시,37080400,화동면
경상북도,37080,상주시,37080410,화서면
경상북도,37080,상주시,37080420,화북면
경상북도,37080,상주시,37080430,외서면
경상북도,37080,상주시,37080440,은척면
경상북도,37080,상주시,37080450,공검면
경상북도,37080,상주시,37080460,이안면
경상북도,37080,상주시,37080470,화남면
경상북도,37080,상주시,37080520,남원동
경상북도,37080,상주시,37080530,북문동
경상북도,37080,상주시,37080540,계림동
경상북도,37080,상주시,37080550,동문동
경상북도,37080,상주시,37080560,동성동
경상북도,37080,상주시,37080570,신흥동
경상북도,37090,문경시,37090110,문경읍
경상북도,37090,문경시,37090120,가은읍
경상북도,37090,문경시,37090310,영순면
경상북도,37090,문경시,37090320,산양면
경상북도,37090,문경시,37090330,호계면
경상북도,37090,문경시,37090340,산북면
경상북도,37090,문경시,37090350,동로면
경상북도,37090,문경시,37090360,마성면
경상북도,37090,문경시,37090370,농암면
경상북도,37090,문경시,37090570,점촌1동
경상북도,37090,문경시,37090580,점촌2동
경상북도,37090,문경시,37090590,점촌3동
경상북도,37090,문경시,37090600,점촌4동
경상북도,37090,문경시,37090610,점촌5동
경상북도,37100,경산시,37100110,하양읍
경상북도,37100,경산시,37100120,진량읍
경상북도,37100,경산시,37100130,압량읍
경상북도,37100,경산시,37100310,와촌면
경상북도,37100,경산시,37100320,자인면
경상북도,37100,경산시,37100330,용성면
경상북도,37100,경산시,37100340,남산면
경상북도,37100,경산시,37100360,남천면
경상북도,37100,경산시,37100560,중방동
경상북도,37100,경산시,37100510,중앙동
경상북도,37100,경산시,37100540,남부동
경상북도,37100,경산시,37100530,서부1동
경상북도,37100,경산시,37100570,서부2동
경상북도,37100,경산시,37100550,북부동
경상북도,37100,경산시,37100520,동부동
경상북도,37520,의성군,37520110,의성읍
경상북도,37520,의성군,37520310,단촌면
경상북도,37520,의성군,37520320,점곡면
경상북도,37520,의성군,37520330,옥산면
경상북도,37520,의성군,37520340,사곡면
경상북도,37520,의성군,37520350,춘산면
경상북도,37520,의성군,37520360,가음면
경상북도,37520,의성군,37520370,금성면
경상북도,37520,의성군,37520380,봉양면
경상북도,37520,의성군,37520390,비안면
경상북도,37520,의성군,37520400,구천면
경상북도,37520,의성군,37520410,단밀면
경상북도,37520,의성군,37520420,단북면
경상북도,37520,의성군,37520430,안계면
경상북도,37520,의성군,37520440,다인면
경상북도,37520,의성군,37520450,신평면
경상북도,37520,의성군,37520460,안평면
경상북도,37520,의성군,37520470,안사면
경상북도,37530,청송군,37530110,청송읍
경상북도,37530,청송군,37530380,주왕산면
경상북도,37530,청송군,37530320,부남면
경상북도,37530,청송군,37530330,현동면
경상북도,37530,청송군,37530340,현서면
경상북도,37530,청송군,37530350,안덕면
경상북도,37530,청송군,37530360,파천면
경상북도,37530,청송군,37530370,진보면
경상북도,37540,영양군,37540110,영양읍
경상북도,37540,영양군,37540310,입암면
경상북도,37540,영양군,37540320,청기면
경상북도,37540,영양군,37540330,일월면
경상북도,37540,영양군,37540340,수비면
경상북도,37540,영양군,37540350,석보면
경상북도,37550,영덕군,37550110,영덕읍
경상북도,37550,영덕군,37550310,강구면
경상북도,37550,영덕군,37550320,남정면
경상북도,37550,영덕군,37550330,달산면
경상북도,37550,영덕군,37550340,지품면
경상북도,37550,영덕군,37550350,축산면
경상북도,37550,영덕군,37550360,영해면
경상북도,37550,영덕군,37550370,병곡면
경상북도,37550,영덕군,37550380,창수면
경상북도,37560,청도군,37560110,화양읍
경상북도,37560,청도군,37560120,청도읍
경상북도,37560,청도군,37560310,각남면
경상북도,37560,청도군,37560320,풍각면
경상북도,37560,청도군,37560330,각북면
경상북도,37560,청도군,37560340,이서면
경상북도,37560,청도군,37560350,운문면
경상북도,37560,청도군,37560360,금천면
경상북도,37560,청도군,37560370,매전면
경상북도,37570,고령군,37570120,대가야읍
경상북도,37570,고령군,37570310,덕곡면
경상북도,37570,고령군,37570320,운수면
경상북도,37570,고령군,37570330,성산면
경상북도,37570,고령군,37570340,다산면
경상북도,37570,고령군,37570350,개진면
경상북도,37570,고령군,37570360,우곡면
경상북도,37570,고령군,37570370,쌍림면
경상북도,37580,성주군,37580110,성주읍
경상북도,37580,성주군,37580310,선남면
경상북도,37580,성주군,37580320,용암면
경상북도,37580,성주군,37580330,수륜면
경상북도,37580,성주군,37580340,가천면
경상북도,37580,성주군,37580350,금수면
경상북도,37580,성주군,37580360,대가면
경상북도,37580,성주군,37580370,벽진면
경상북도,37580,성주군,37580380,초전면
경상북도,37580,성주군,37580390,월항면
경상북도,37590,칠곡군,37590110,왜관읍
경상북도,37590,칠곡군,37590120,북삼읍
경상북도,37590,칠곡군,37590130,석적읍
경상북도,37590,칠곡군,37590310,지천면
경상북도,37590,칠곡군,37590320,동명면
경상북도,37590,칠곡군,37590330,가산면
경상북도,37590,칠곡군,37590360,약목면
경상북도,37590,칠곡군,37590370,기산면
경상북도,37600,예천군,37600110,예천읍
경상북도,37600,예천군,37600310,용문면
경상북도,37600,예천군,37600340,감천면
경상북도,37600,예천군,37600350,보문면
경상북도,37600,예천군,37600360,호명면
경상북도,37600,예천군,37600370,유천면
경상북도,37600,예천군,37600380,용궁면
경상북도,37600,예천군,37600390,개포면
경상북도,37600,예천군,37600400,지보면
경상북도,37600,예천군,37600410,풍양면
경상북도,37600,예천군,37600420,효자면
경상북도,37600,예천군,37600430,은풍면
경상북도,37610,봉화군,37610110,봉화읍
경상북도,37610,봉화군,37610310,물야면
경상북도,37610,봉화군,37610320,봉성면
경상북도,37610,봉화군,37610330,법전면
경상북도,37610,봉화군,37610340,춘양면
경상북도,37610,봉화군,37610350,소천면
경상북도,37610,봉화군,37610370,재산면
경상북도,37610,봉화군,37610380,명호면
경상북도,37610,봉화군,37610390,상운면
경상북도,37610,봉화군,37610360,석포면
경상북도,37620,울진군,37620110,울진읍
경상북도,37620,울진군,37620120,평해읍
경상북도,37620,울진군,37620310,북면
경상북도,37620,울진군,37620330,근남면
경상북도,37620,울진군,37620350,기성면
경상북도,37620,울진군,37620360,온정면
경상북도,37620,울진군,37620370,죽변면
경상북도,37620,울진군,37620380,후포면
경상북도,37620,울진군,37620390,금강송면
경상북도,37620,울진군,37620400,매화면
경상북도,37630,울릉군,37630110,울릉읍
경상북도,37630,울릉군,37630310,서면
경상북도,37630,울릉군,37630320,북면
경상남도,38111,의창구,38111110,동읍
경상남도,38111,의창구,38111310,북면
경상남도,38111,의창구,38111320,대산면
경상남도,38111,의창구,38111510,의창동
경상남도,38111,의창구,38111520,팔룡동
경상남도,38111,의창구,38111530,명곡동
경상남도,38111,의창구,38111540,봉림동
경상남도,38112,성산구,38112510,반송동
경상남도,38112,성산구,38112580,용지동
경상남도,38112,성산구,38112520,중앙동
경상남도,38112,성산구,38112530,상남동
경상남도,38112,성산구,38112540,사파동
경상남도,38112,성산구,38112550,가음정동
경상남도,38112,성산구,38112560,성주동
경상남도,38112,성산구,38112570,웅남동
경상남도,38113,마산합포구,38113310,구산면
경상남도,38113,마산합포구,38113320,진동면
경상남도,38113,마산합포구,38113330,진북면
경상남도,38113,마산합포구,38113340,진전면
경상남도,38113,마산합포구,38113510,현동
경상남도,38113,마산합포구,38113520,가포동
경상남도,38113,마산합포구,38113530,월영동
경상남도,38113,마산합포구,38113540,문화동
경상남도,38113,마산합포구,38113660,반월중앙동
경상남도,38113,마산합포구,38113570,완월동
경상남도,38113,마산합포구,38113580,자산동
경상남도,38113,마산합포구,38113680,교방동
경상남도,38113,마산합포구,38113670,오동동
경상남도,38113,마산합포구,38113640,합포동
경상남도,38113,마산합포구,38113650,산호동
경상남도,38114,마산회원구,38114110,내서읍
경상남도,38114,마산회원구,38114510,회원1동
경상남도,38114,마산회원구,38114520,회원2동
경상남도,38114,마산회원구,38114630,석전동
경상남도,38114,마산회원구,38114550,회성동
경상남도,38114,마산회원구,38114560,양덕1동
경상남도,38114,마산회원구,38114570,양덕2동
경상남도,38114,마산회원구,38114580,합성1동
경상남도,38114,마산회원구,38114590,합성2동
경상남도,38114,마산회원구,38114600,구암1동
경상남도,38114,마산회원구,38114610,구암2동
경상남도,38114,마산회원구,38114620,봉암동
경상남도,38115,진해구,38115660,충무동
경상남도,38115,진해구,38115540,여좌동
경상남도,38115,진해구,38115550,태백동
경상남도,38115,진해구,38115560,경화동
경상남도,38115,진해구,38115570,병암동
경상남도,38115,진해구,38115580,석동
경상남도,38115,진해구,38115590,이동
경상남도,38115,진해구,38115600,자은동
경상남도,38115,진해구,38115610,덕산동
경상남도,38115,진해구,38115620,풍호동
경상남도,38115,진해구,38115630,웅천동
경상남도,38115,진해구,38115640,웅동1동
경상남도,38115,진해구,38115650,웅동2동
경상남도,38030,진주시,38030110,문산읍
경상남도,38030,진주시,38030310,내동면
경상남도,38030,진주시,38030320,정촌면
경상남도,38030,진주시,38030330,금곡면
경상남도,38030,진주시,38030340,진성면
경상남도,38030,진주시,38030350,일반성면
경상남도,38030,진주시,38030360,이반성면
경상남도,38030,진주시,38030370,사봉면
경상남도,38030,진주시,38030380,지수면
경상남도,38030,진주시,38030390,대곡면
경상남도,38030,진주시,38030400,금산면
경상남도,38030,진주시,38030410,집현면
경상남도,38030,진주시,38030420,미천면
경상남도,38030,진주시,38030430,명석면
경상남도,38030,진주시,38030440,대평면
경상남도,38030,진주시,38030450,수곡면
경상남도,38030,진주시,38030720,천전동
경상남도,38030,진주시,38030730,성북동
경상남도,38030,진주시,38030740,중앙동
경상남도,38030,진주시,38030750,상봉동
경상남도,38030,진주시,38030770,상대동
경상남도,38030,진주시,38030780,하대동
경상남도,38030,진주시,38030650,상평동
경상남도,38030,진주시,38030660,초장동
경상남도,38030,진주시,38030670,평거동
경상남도,38030,진주시,38030680,신안동
경상남도,38030,진주시,38030690,이현동
경상남도,38030,진주시,38030700,판문동
경상남도,38030,진주시,38030710,가호동
경상남도,38030,진주시,38030760,충무공동
경상남도,38050,통영시,38050110,산양읍
경상남도,38050,통영시,38050310,용남면
경상남도,38050,통영시,38050320,도산면
경상남도,38050,통영시,38050330,광도면
경상남도,38050,통영시,38050340,욕지면
경상남도,38050,통영시,38050350,한산면
경상남도,38050,통영시,38050360,사량면
경상남도,38050,통영시,38050620,도천동
경상남도,38050,통영시,38050520,명정동
경상남도,38050,통영시,38050530,중앙동
경상남도,38050,통영시,38050540,정량동
경상남도,38050,통영시,38050550,북신동
경상남도,38050,통영시,38050630,미수동
경상남도,38050,통영시,38050640,봉평동
경상남도,38050,통영시,38050560,무전동
경상남도,38060,사천시,38060110,사천읍
경상남도,38060,사천시,38060310,정동면
경상남도,38060,사천시,38060320,사남면
경상남도,38060,사천시,38060330,용현면
경상남도,38060,사천시,38060340,축동면
경상남도,38060,사천시,38060350,곤양면
경상남도,38060,사천시,38060360,곤명면
경상남도,38060,사천시,38060370,서포면
경상남도,38060,사천시,38060510,동서동
경상남도,38060,사천시,38060520,선구동
경상남도,38060,사천시,38060530,동서금동
경상남도,38060,사천시,38060550,벌용동
경상남도,38060,사천시,38060570,향촌동
경상남도,38060,사천시,38060590,남양동
경상남도,38070,김해시,38070110,진영읍
경상남도,38070,김해시,38070320,주촌면
경상남도,38070,김해시,38070330,진례면
경상남도,38070,김해시,38070340,한림면
경상남도,38070,김해시,38070350,생림면
경상남도,38070,김해시,38070360,상동면
경상남도,38070,김해시,38070370,대동면
경상남도,38070,김해시,38070510,동상동
경상남도,38070,김해시,38070520,회현동
경상남도,38070,김해시,38070530,부원동
경상남도,38070,김해시,38070540,내외동
경상남도,38070,김해시,38070550,북부동
경상남도,38070,김해시,38070560,칠산서부동
경상남도,38070,김해시,38070580,활천동
경상남도,38070,김해시,38070590,삼안동
경상남도,38070,김해시,38070600,불암동
경상남도,38070,김해시,38070610,장유1동
경상남도,38070,김해시,38070620,장유2동
경상남도,38070,김해시,38070630,장유3동
경상남도,38080,밀양시,38080110,삼랑진읍
경상남도,38080,밀양시,38080120,하남읍
경상남도,38080,밀양시,38080310,부북면
경상남도,38080,밀양시,38080320,상동면
경상남도,38080,밀양시,38080330,산외면
경상남도,38080,밀양시,38080340,산내면
경상남도,38080,밀양시,38080350,단장면
경상남도,38080,밀양시,38080360,상남면
경상남도,38080,밀양시,38080370,초동면
경상남도,38080,밀양시,38080380,무안면
경상남도,38080,밀양시,38080390,청도면
경상남도,38080,밀양시,38080510,내일동
경상남도,38080,밀양시,38080520,내이동
경상남도,38080,밀양시,38080540,삼문동
경상남도,38080,밀양시,38080550,가곡동
경상남도,38080,밀양시,38080530,교동
경상남도,38090,거제시,38090310,일운면
경상남도,38090,거제시,38090320,동부면
경상남도,38090,거제시,38090330,남부면
경상남도,38090,거제시,38090340,거제면
경상남도,38090,거제시,38090350,둔덕면
경상남도,38090,거제시,38090360,사등면
경상남도,38090,거제시,38090370,연초면
경상남도,38090,거제시,38090380,하청면
경상남도,38090,거제시,38090390,장목면
경상남도,38090,거제시,38090610,장승포동
경상남도,38090,거제시,38090530,능포동
경상남도,38090,거제시,38090540,아주동
경상남도,38090,거제시,38090550,옥포1동
경상남도,38090,거제시,38090560,옥포2동
경상남도,38090,거제시,38090570,장평동
경상남도,38090,거제시,38090580,고현동
경상남도,38090,거제시,38090590,상문동
경상남도,38090,거제시,38090600,수양동
경상남도,38100,양산시,38100120,물금읍
경상남도,38100,양산시,38100310,동면
경상남도,38100,양산시,38100320,원동면
경상남도,38100,양산시,38100330,상북면
경상남도,38100,양산시,38100340,하북면
경상남도,38100,양산시,38100580,중앙동
경상남도,38100,양산시,38100590,양주동
경상남도,38100,양산시,38100520,삼성동
경상남도,38100,양산시,38100530,강서동
경상남도,38100,양산시,38100540,서창동
경상남도,38100,양산시,38100550,소주동
경상남도,38100,양산시,38100560,평산동
경상남도,38100,양산시,38100570,덕계동
경상남도,38510,의령군,38510110,의령읍
경상남도,38510,의령군,38510310,가례면
경상남도,38510,의령군,38510320,칠곡면
경상남도,38510,의령군,38510330,대의면
경상남도,38510,의령군,38510340,화정면
경상남도,38510,의령군,38510350,용덕면
경상남도,38510,의령군,38510360,정곡면
경상남도,38510,의령군,38510370,지정면
경상남도,38510,의령군,38510380,낙서면
경상남도,38510,의령군,38510390,부림면
경상남도,38510,의령군,38510400,봉수면
경상남도,38510,의령군,38510410,궁류면
경상남도,38510,의령군,38510420,유곡면
경상남도,38520,함안군,38520110,가야읍
경상남도,38520,함안군,38520120,칠원읍
경상남도,38520,함안군,38520310,함안면
경상남도,38520,함안군,38520320,군북면
경상남도,38520,함안군,38520330,법수면
경상남도,38520,함안군,38520340,대산면
경상남도,38520,함안군,38520350,칠서면
경상남도,38520,함안군,38520360,칠북면
경상남도,38520,함안군,38520380,산인면
경상남도,38520,함안군,38520390,여항면
경상남도,38530,창녕군,38530110,창녕읍
경상남도,38530,창녕군,38530120,남지읍
경상남도,38530,창녕군,38530310,고암면
경상남도,38530,창녕군,38530320,성산면
경상남도,38530,창녕군,38530330,대합면
경상남도,38530,창녕군,38530340,이방면
경상남도,38530,창녕군,38530350,유어면
경상남도,38530,창녕군,38530360,대지면
경상남도,38530,창녕군,38530370,계성면
경상남도,38530,창녕군,38530380,영산면
경상남도,38530,창녕군,38530390,장마면
경상남도,38530,창녕군,38530400,도천면
경상남도,38530,창녕군,38530410,길곡면
경상남도,38530,창녕군,38530420,부곡면
경상남도,38540,고성군,38540110,고성읍
경상남도,38540,고성군,38540310,삼산면
경상남도,38540,고성군,38540320,하일면
경상남도,38540,고성군,38540330,하이면
경상남도,38540,고성군,38540340,상리면
경상남도,38540,고성군,38540350,대가면
경상남도,38540,고성군,38540360,영현면
경상남도,38540,고성군,38540370,영오면
경상남도,38540,고성군,38540380,개천면
경상남도,38540,고성군,38540390,구만면
경상남도,38540,고성군,38540400,회화면
경상남도,38540,고성군,38540410,마암면
경상남도,38540,고성군,38540420,동해면
경상남도,38540,고성군,38540430,거류면
경상남도,38550,남해군,38550110,남해읍
경상남도,38550,남해군,38550310,이동면
경상남도,38550,남해군,38550320,상주면
경상남도,38550,남해군,38550330,삼동면
경상남도,38550,남해군,38550340,미조면
경상남도,38550,남해군,38550350,남면
경상남도,38550,남해군,38550360,서면
경상남도,38550,남해군,38550370,고현면
경상남도,38550,남해군,38550380,설천면
경상남도,38550,남해군,38550390,창선면
경상남도,38560,하동군,38560110,하동읍
경상남도,38560,하동군,38560310,화개면
경상남도,38560,하동군,38560320,악양면
경상남도,38560,하동군,38560330,적량면
경상남도,38560,하동군,38560340,횡천면
경상남도,38560,하동군,38560350,고전면
경상남도,38560,하동군,38560360,금남면
경상남도,38560,하동군,38560380,진교면
경상남도,38560,하동군,38560390,양보면
경상남도,38560,하동군,38560400,북천면
경상남도,38560,하동군,38560410,청암면
경상남도,38560,하동군,38560420,옥종면
경상남도,38560,하동군,38560370,금성면
경상남도,38570,산청군,38570110,산청읍
경상남도,38570,산청군,38570310,차황면
경상남도,38570,산청군,38570320,오부면
경상남도,38570,산청군,38570330,생초면
경상남도,38570,산청군,38570340,금서면
경상남도,38570,산청군,38570350,삼장면
경상남도,38570,산청군,38570360,시천면
경상남도,38570,산청군,38570370,단성면
경상남도,38570,산청군,38570380,신안면
경상남도,38570,산청군,38570390,생비량면
경상남도,38570,산청군,38570400,신등면
경상남도,38580,함양군,38580110,함양읍
경상남도,38580,함양군,38580310,마천면
경상남도,38580,함양군,38580320,휴천면
경상남도,38580,함양군,38580330,유림면
경상남도,38580,함양군,38580340,수동면
경상남도,38580,함양군,38580350,지곡면
경상남도,38580,함양군,38580360,안의면
경상남도,38580,함양군,38580370,서하면
경상남도,38580,함양군,38580380,서상면
경상남도,38580,함양군,38580390,백전면
경상남도,38580,함양군,38580400,병곡면
경상남도,38590,거창군,38590110,거창읍
경상남도,38590,거창군,38590310,주상면
경상남도,38590,거창군,38590320,웅양면
경상남도,38590,거창군,38590330,고제면
경상남도,38590,거창군,38590340,북상면
경상남도,38590,거창군,38590350,위천면
경상남도,38590,거창군,38590360,마리면
경상남도,38590,거창군,38590370,남상면
경상남도,38590,거창군,38590380,남하면
경상남도,38590,거창군,38590390,신원면
경상남도,38590,거창군,38590400,가조면
경상남도,38590,거창군,38590410,가북면
경상남도,38600,합천군,38600110,합천읍
경상남도,38600,합천군,38600310,봉산면
경상남도,38600,합천군,38600320,묘산면
경상남도,38600,합천군,38600330,가야면
경상남도,38600,합천군,38600340,야로면
경상남도,38600,합천군,38600350,율곡면
경상남도,38600,합천군,38600360,초계면
경상남도,38600,합천군,38600370,쌍책면
경상남도,38600,합천군,38600380,덕곡면
경상남도,38600,합천군,38600390,청덕면
경상남도,38600,합천군,38600400,적중면
경상남도,38600,합천군,38600410,대양면
경상남도,38600,합천군,38600420,쌍백면
경상남도,38600,합천군,38600430,삼가면
경상남도,38600,합천군,38600440,가회면
경상남도,38600,합천군,38600450,대병면
경상남도,38600,합천군,38600460,용주면
제주특별자치도,39010,제주시,39010110,한림읍
제주특별자치도,39010,제주시,39010120,애월읍
제주특별자치도,39010,제주시,39010130,구좌읍
제주특별자치도,39010,제주시,39010140,조천읍
제주특별자치도,39010,제주시,39010310,한경면
제주특별자치도,39010,제주시,39010320,추자면
제주특별자치도,39010,제주시,39010330,우도면
제주특별자치도,39010,제주시,39010510,일도1동
제주특별자치도,39010,제주시,39010520,일도2동
제주특별자치도,39010,제주시,39010530,이도1동
제주특별자치도,39010,제주시,39010540,이도2동
제주특별자치도,39010,제주시,39010550,삼도1동
제주특별자치도,39010,제주시,39010560,삼도2동
제주특별자치도,39010,제주시,39010570,용담1동
제주특별자치도,39010,제주시,39010580,용담2동
제주특별자치도,39010,제주시,39010590,건입동
제주특별자치도,39010,제주시,39010600,화북동
제주특별자치도,39010,제주시,39010610,삼양동
제주특별자치도,39010,제주시,39010620,봉개동
제주특별자치도,39010,제주시,39010630,아라동
제주특별자치도,39010,제주시,39010640,오라동
제주특별자치도,39010,제주시,39010650,연동
제주특별자치도,39010,제주시,39010660,노형동
제주특별자치도,39010,제주시,39010670,외도동
제주특별자치도,39010,제주시,39010680,이호동
제주특별자치도,39010,제주시,39010690,도두동
제주특별자치도,39020,서귀포시,39020110,대정읍
제주특별자치도,39020,서귀포시,39020120,남원읍
